row_index_in_batch,y_true,y_pred,confidence,anomaly_score,model_error,priority_score,selection_reasons,batch_index,participants
189,2,3,0.27971920371055603,0.9086356188570357,1,2.6307164052852756,"low_confidence,drift_batch",11,P22
145,0,2,0.25616738200187683,1.1617309632339254,1,2.43256650907406,"low_confidence,drift_batch",12,P22
191,0,0,0.2617470324039459,1.5340110324528002,0,2.4214072082699216,"low_confidence,drift_batch",12,P22
100,0,0,0.2619653642177582,0.987719568839825,0,2.420970544642297,"low_confidence,drift_batch",12,P22
156,0,2,0.2651553452014923,1.1348601688393227,1,2.414590582674829,"low_confidence,drift_batch",12,P22
204,0,2,0.2656534016132355,1.052533783736571,1,2.4135944698513425,"low_confidence,drift_batch",12,P22
134,0,2,0.2657645642757416,1.0159885180846442,1,2.4133721445263303,"low_confidence,drift_batch",12,P22
14,1,3,0.266361266374588,1.686513395320572,1,2.4121787403286374,"low_confidence,drift_batch",12,P22
96,3,2,0.27018842101097107,1.002953593385498,1,2.4045244310558713,"low_confidence,drift_batch",12,P22
112,0,2,0.27043524384498596,1.4898078611687495,1,2.4040307853878415,"low_confidence,drift_batch",12,P22
90,3,3,0.27188533544540405,0.9703698693261392,0,2.4011306021870054,"low_confidence,drift_batch",12,P22
132,0,2,0.27219200134277344,1.592490992515615,1,2.4005172703922666,"low_confidence,drift_batch",12,P22
215,0,2,0.2724425792694092,0.7951153601800256,1,2.400016114538995,"low_confidence,drift_batch",12,P22
131,0,0,0.27261313796043396,1.8469015284694135,0,2.3996749971569455,"low_confidence,drift_batch",12,P22
209,0,3,0.27282947301864624,0.8072713265754566,1,2.399242327040521,"low_confidence,drift_batch",12,P22
167,0,3,0.2734280526638031,1.6279219325914749,1,2.3980451677502073,"low_confidence,drift_batch",12,P22
119,0,0,0.2735159993171692,0.7685421520449184,0,2.397869274443475,"low_confidence,drift_batch",12,P22
179,0,2,0.27354079484939575,1.1040795749679382,1,2.397819683379022,"low_confidence,drift_batch",12,P22
16,1,2,0.274476557970047,1.3628399568333387,1,2.3959481571377195,"low_confidence,drift_batch",12,P22
83,3,0,0.2752850353717804,1.225372265791707,1,2.3943312023342527,"low_confidence,drift_batch",12,P22
214,0,0,0.2754203677177429,0.7635559853847751,0,2.3940605376423276,"low_confidence,drift_batch",12,P22
59,1,2,0.275461345911026,0.7976744906214907,1,2.3939785812557615,"low_confidence,drift_batch",12,P22
106,0,2,0.27605482935905457,1.3206461744719031,1,2.3927916143597043,"low_confidence,drift_batch",12,P22
168,0,2,0.27704450488090515,1.6824135788238923,1,2.390812263316003,"low_confidence,drift_batch",12,P22
4,1,2,0.2782597839832306,1.5587597144689003,1,2.3883817051113523,"low_confidence,drift_batch",12,P22
